index,year,month,date_of_month,day_of_week,births
2861,2001,11,1,4,12879
2862,2001,11,2,5,12374
2863,2001,11,3,6,8572
2864,2001,11,4,7,7533
2865,2001,11,5,1,11668
2866,2001,11,6,2,12662
2867,2001,11,7,3,12419
2868,2001,11,8,4,12519
2869,2001,11,9,5,12416
2870,2001,11,10,6,8665
2871,2001,11,11,7,7599
2872,2001,11,12,1,11670
2873,2001,11,13,2,12382
2874,2001,11,14,3,12602
2875,2001,11,15,4,12936
2876,2001,11,16,5,12979
2877,2001,11,17,6,8774
2878,2001,11,18,7,7495
2879,2001,11,19,1,12709
2880,2001,11,20,2,13603
2881,2001,11,21,3,12167
2882,2001,11,22,4,7513
2883,2001,11,23,5,9594
2884,2001,11,24,6,8100
2885,2001,11,25,7,7456
2886,2001,11,26,1,11732
2887,2001,11,27,2,13249
2888,2001,11,28,3,12516
2889,2001,11,29,4,12474
2890,2001,11,30,5,12019
2891,2001,12,1,6,8255
2892,2001,12,2,7,7385
2893,2001,12,3,1,11548
2894,2001,12,4,2,12605
2895,2001,12,5,3,12609
2896,2001,12,6,4,12188
2897,2001,12,7,5,11693
2898,2001,12,8,6,8372
2899,2001,12,9,7,7498
2900,2001,12,10,1,11655
2901,2001,12,11,2,12798
2902,2001,12,12,3,12884
2903,2001,12,13,4,12230
2904,2001,12,14,5,12405
2905,2001,12,15,6,8615
2906,2001,12,16,7,7432
2907,2001,12,17,1,12392
2908,2001,12,18,2,13657
2909,2001,12,19,3,13404
2910,2001,12,20,4,13871
2911,2001,12,21,5,13530
2912,2001,12,22,6,9062
2913,2001,12,23,7,7245
2914,2001,12,24,1,7626
2915,2001,12,25,2,6603
2916,2001,12,26,3,11040
2917,2001,12,27,4,14151
2918,2001,12,28,5,14235
2919,2001,12,29,6,9563
2920,2001,12,30,7,7840
2921,2001,12,31,1,10272
2922,2002,1,1,2,7927
2923,2002,1,2,3,10723
2924,2002,1,3,4,12465
2925,2002,1,4,5,12671
2926,2002,1,5,6,8902
2927,2002,1,6,7,7647
2928,2002,1,7,1,11548
2929,2002,1,8,2,12515
2930,2002,1,9,3,11654
2931,2002,1,10,4,12596
2932,2002,1,11,5,12276
2933,2002,1,12,6,8591
2934,2002,1,13,7,7471
2935,2002,1,14,1,11530
2936,2002,1,15,2,12369
2937,2002,1,16,3,11996
2938,2002,1,17,4,12412
2939,2002,1,18,5,12251
2940,2002,1,19,6,8434
2941,2002,1,20,7,7462
2942,2002,1,21,1,10921
2943,2002,1,22,2,12361
2944,2002,1,23,3,12252
2945,2002,1,24,4,12549
2946,2002,1,25,5,12069
2947,2002,1,26,6,8530
2948,2002,1,27,7,7510
2949,2002,1,28,1,11354
2950,2002,1,29,2,12215
2951,2002,1,30,3,12146
2952,2002,1,31,4,12125
2953,2002,2,1,5,12130
2954,2002,2,2,6,9021
2955,2002,2,3,7,7442
2956,2002,2,4,1,11412
2957,2002,2,5,2,12488
2958,2002,2,6,3,12210
2959,2002,2,7,4,12418
2960,2002,2,8,5,12444
2961,2002,2,9,6,8706
2962,2002,2,10,7,7569
2963,2002,2,11,1,11547
2964,2002,2,12,2,12779
2965,2002,2,13,3,12069
2966,2002,2,14,4,13062
2967,2002,2,15,5,12548
2968,2002,2,16,6,8710
2969,2002,2,17,7,7484
2970,2002,2,18,1,10907
2971,2002,2,19,2,12262
2972,2002,2,20,3,12817
2973,2002,2,21,4,12384
2974,2002,2,22,5,12667
2975,2002,2,23,6,8639
2976,2002,2,24,7,7488
2977,2002,2,25,1,11547
2978,2002,2,26,2,12487
2979,2002,2,27,3,12303
2980,2002,2,28,4,12370
2981,2002,3,1,5,12388
2982,2002,3,2,6,8507
2983,2002,3,3,7,7624
2984,2002,3,4,1,11661
2985,2002,3,5,2,12678
2986,2002,3,6,3,12372
2987,2002,3,7,4,12525
2988,2002,3,8,5,12244
2989,2002,3,9,6,8606
2990,2002,3,10,7,7633
2991,2002,3,11,1,11197
2992,2002,3,12,2,12667
2993,2002,3,13,3,12031
2994,2002,3,14,4,12583
2995,2002,3,15,5,12472
2996,2002,3,16,6,8696
2997,2002,3,17,7,7680
2998,2002,3,18,1,11621
2999,2002,3,19,2,12674
3000,2002,3,20,3,12577
3001,2002,3,21,4,12502
3002,2002,3,22,5,12252
3003,2002,3,23,6,8569
3004,2002,3,24,7,7419
3005,2002,3,25,1,11507
3006,2002,3,26,2,12840
3007,2002,3,27,3,12568
3008,2002,3,28,4,12454
3009,2002,3,29,5,11449
3010,2002,3,30,6,8270
3011,2002,3,31,7,7083
3012,2002,4,1,1,10264
3013,2002,4,2,2,12884
3014,2002,4,3,3,12372
3015,2002,4,4,4,12262
3016,2002,4,5,5,12006
3017,2002,4,6,6,8301
3018,2002,4,7,7,7109
3019,2002,4,8,1,11706
3020,2002,4,9,2,12741
3021,2002,4,10,3,12418
3022,2002,4,11,4,12236
3023,2002,4,12,5,12272
3024,2002,4,13,6,8448
3025,2002,4,14,7,7578
3026,2002,4,15,1,11412
3027,2002,4,16,2,12847
3028,2002,4,17,3,12575
3029,2002,4,18,4,12490
3030,2002,4,19,5,12297
3031,2002,4,20,6,8224
3032,2002,4,21,7,7298
3033,2002,4,22,1,11576
3034,2002,4,23,2,12457
3035,2002,4,24,3,12297
3036,2002,4,25,4,12469
3037,2002,4,26,5,11917
3038,2002,4,27,6,8243
3039,2002,4,28,7,7502
3040,2002,4,29,1,11422
3041,2002,4,30,2,12666
3042,2002,5,1,3,12297
3043,2002,5,2,4,12405
3044,2002,5,3,5,12130
3045,2002,5,4,6,8215
3046,2002,5,5,7,7447
3047,2002,5,6,1,11362
3048,2002,5,7,2,12505
3049,2002,5,8,3,12334
3050,2002,5,9,4,12219
3051,2002,5,10,5,12329
3052,2002,5,11,6,8329
3053,2002,5,12,7,7487
3054,2002,5,13,1,11404
3055,2002,5,14,2,12909
3056,2002,5,15,3,12705
3057,2002,5,16,4,12609
3058,2002,5,17,5,12218
3059,2002,5,18,6,8528
3060,2002,5,19,7,7470
3061,2002,5,20,1,11788
3062,2002,5,21,2,12916
3063,2002,5,22,3,12670
3064,2002,5,23,4,13123
3065,2002,5,24,5,12775
3066,2002,5,25,6,8515
3067,2002,5,26,7,7282
3068,2002,5,27,1,7765
3069,2002,5,28,2,12148
3070,2002,5,29,3,13436
3071,2002,5,30,4,12963
3072,2002,5,31,5,12568
3073,2002,6,1,6,8547
3074,2002,6,2,7,7662
3075,2002,6,3,1,11433
3076,2002,6,4,2,12616
3077,2002,6,5,3,12663
3078,2002,6,6,4,12745
3079,2002,6,7,5,12280
3080,2002,6,8,6,8524
3081,2002,6,9,7,7485
3082,2002,6,10,1,11863
3083,2002,6,11,2,12713
3084,2002,6,12,3,12758
3085,2002,6,13,4,12457
3086,2002,6,14,5,12562
3087,2002,6,15,6,8708
3088,2002,6,16,7,7685
3089,2002,6,17,1,11738
3090,2002,6,18,2,13139
3091,2002,6,19,3,12598
3092,2002,6,20,4,12847
3093,2002,6,21,5,12377
3094,2002,6,22,6,8676
3095,2002,6,23,7,7661
3096,2002,6,24,1,11972
3097,2002,6,25,2,13425
3098,2002,6,26,3,13167
3099,2002,6,27,4,13310
3100,2002,6,28,5,12996
3101,2002,6,29,6,8994
3102,2002,6,30,7,7831
3103,2002,7,1,1,12584
3104,2002,7,2,2,14187
3105,2002,7,3,3,13626
3106,2002,7,4,4,9481
3107,2002,7,5,5,11326
3108,2002,7,6,6,8816
3109,2002,7,7,7,8080
3110,2002,7,8,1,12253
3111,2002,7,9,2,13814
3112,2002,7,10,3,13264
3113,2002,7,11,4,13215
3114,2002,7,12,5,12760
3115,2002,7,13,6,8896
3116,2002,7,14,7,7884
3117,2002,7,15,1,12370
3118,2002,7,16,2,13606
3119,2002,7,17,3,13396
3120,2002,7,18,4,13395
3121,2002,7,19,5,12900
3122,2002,7,20,6,8799
3123,2002,7,21,7,7954
3124,2002,7,22,1,12194
3125,2002,7,23,2,13630
3126,2002,7,24,3,13231
3127,2002,7,25,4,13345
3128,2002,7,26,5,12914
3129,2002,7,27,6,9073
3130,2002,7,28,7,7915
3131,2002,7,29,1,12148
3132,2002,7,30,2,13593
3133,2002,7,31,3,13311
3134,2002,8,1,4,13267
3135,2002,8,2,5,13127
3136,2002,8,3,6,8963
3137,2002,8,4,7,7833
3138,2002,8,5,1,12191
3139,2002,8,6,2,13407
3140,2002,8,7,3,13035
3141,2002,8,8,4,13420
3142,2002,8,9,5,12893
3143,2002,8,10,6,9078
3144,2002,8,11,7,7970
3145,2002,8,12,1,12311
3146,2002,8,13,2,13603
3147,2002,8,14,3,13302
3148,2002,8,15,4,13551
3149,2002,8,16,5,13132
3150,2002,8,17,6,9298
3151,2002,8,18,7,7925
3152,2002,8,19,1,12299
3153,2002,8,20,2,13820
3154,2002,8,21,3,13356
3155,2002,8,22,4,13232
3156,2002,8,23,5,13133
3157,2002,8,24,6,9086
3158,2002,8,25,7,7961
3159,2002,8,26,1,12182
3160,2002,8,27,2,13788
3161,2002,8,28,3,13398
3162,2002,8,29,4,13426
3163,2002,8,30,5,13300
3164,2002,8,31,6,9122
3165,2002,9,1,7,7947
3166,2002,9,2,1,8297
3167,2002,9,3,2,12613
3168,2002,9,4,3,13969
3169,2002,9,5,4,14021
3170,2002,9,6,5,13680
3171,2002,9,7,6,9354
3172,2002,9,8,7,8077
3173,2002,9,9,1,12875
3174,2002,9,10,2,13940
3175,2002,9,11,3,12655
3176,2002,9,12,4,14247
3177,2002,9,13,5,13028
3178,2002,9,14,6,9388
3179,2002,9,15,7,8433
3180,2002,9,16,1,12793
3181,2002,9,17,2,14241
3182,2002,9,18,3,13953
3183,2002,9,19,4,13899
3184,2002,9,20,5,13721
3185,2002,9,21,6,9613
3186,2002,9,22,7,8222
3187,2002,9,23,1,12795
3188,2002,9,24,2,14205
3189,2002,9,25,3,13518
3190,2002,9,26,4,13469
3191,2002,9,27,5,13298
3192,2002,9,28,6,9250
3193,2002,9,29,7,7968
3194,2002,9,30,1,12232
3195,2002,10,1,2,13625
3196,2002,10,2,3,13512
3197,2002,10,3,4,13044
3198,2002,10,4,5,12814
3199,2002,10,5,6,8922
3200,2002,10,6,7,7801
3201,2002,10,7,1,11970
3202,2002,10,8,2,13066
3203,2002,10,9,3,12658
3204,2002,10,10,4,12684
3205,2002,10,11,5,12467
3206,2002,10,12,6,8451
3207,2002,10,13,7,7416
3208,2002,10,14,1,11559
3209,2002,10,15,2,12788
3210,2002,10,16,3,12642
3211,2002,10,17,4,12507
3212,2002,10,18,5,12197
3213,2002,10,19,6,8534
3214,2002,10,20,7,7405
3215,2002,10,21,1,11690
3216,2002,10,22,2,13214
3217,2002,10,23,3,12656
3218,2002,10,24,4,12679
3219,2002,10,25,5,12523
3220,2002,10,26,6,8414
3221,2002,10,27,7,7690
3222,2002,10,28,1,11853
3223,2002,10,29,2,12833
3224,2002,10,30,3,12274
3225,2002,10,31,4,10850
3226,2002,11,1,5,12591
3227,2002,11,2,6,8561
3228,2002,11,3,7,7502
3229,2002,11,4,1,11761
3230,2002,11,5,2,12906
3231,2002,11,6,3,12602
3232,2002,11,7,4,12653
3233,2002,11,8,5,12472
3234,2002,11,9,6,8615
3235,2002,11,10,7,7691
3236,2002,11,11,1,11509
3237,2002,11,12,2,12725
3238,2002,11,13,3,12097
3239,2002,11,14,4,12485
3240,2002,11,15,5,12273
3241,2002,11,16,6,8295
3242,2002,11,17,7,7353
3243,2002,11,18,1,11790
3244,2002,11,19,2,12716
3245,2002,11,20,3,12574
3246,2002,11,21,4,12716
3247,2002,11,22,5,12978
3248,2002,11,23,6,8581
3249,2002,11,24,7,7650
3250,2002,11,25,1,12470
3251,2002,11,26,2,13377
3252,2002,11,27,3,11544
3253,2002,11,28,4,7392
3254,2002,11,29,5,9341
3255,2002,11,30,6,8159
3256,2002,12,1,7,7402
3257,2002,12,2,1,11929
3258,2002,12,3,2,13314
3259,2002,12,4,3,12684
3260,2002,12,5,4,12596
3261,2002,12,6,5,11775
3262,2002,12,7,6,8513
3263,2002,12,8,7,7339
3264,2002,12,9,1,11547
3265,2002,12,10,2,12867
3266,2002,12,11,3,12632
3267,2002,12,12,4,12850
3268,2002,12,13,5,11600
3269,2002,12,14,6,8420
3270,2002,12,15,7,7516
3271,2002,12,16,1,12344
3272,2002,12,17,2,13454
3273,2002,12,18,3,13580
3274,2002,12,19,4,13665
3275,2002,12,20,5,14015
3276,2002,12,21,6,9092
3277,2002,12,22,7,7607
3278,2002,12,23,1,11396
3279,2002,12,24,2,9131
3280,2002,12,25,3,6774
3281,2002,12,26,4,11242
3282,2002,12,27,5,13650
3283,2002,12,28,6,9114
3284,2002,12,29,7,8035
3285,2002,12,30,1,13158
3286,2002,12,31,2,12582
3287,2003,1,1,3,7908
3288,2003,1,2,4,11124
3289,2003,1,3,5,12252
3290,2003,1,4,6,8519
3291,2003,1,5,7,7495
3292,2003,1,6,1,11364
3293,2003,1,7,2,12657
3294,2003,1,8,3,12167
3295,2003,1,9,4,12081
3296,2003,1,10,5,12517
3297,2003,1,11,6,8471
3298,2003,1,12,7,7297
3299,2003,1,13,1,11197
3300,2003,1,14,2,12918
3301,2003,1,15,3,12140
3302,2003,1,16,4,12136
3303,2003,1,17,5,12110
3304,2003,1,18,6,8431
3305,2003,1,19,7,7498
3306,2003,1,20,1,11045
3307,2003,1,21,2,12288
3308,2003,1,22,3,12097
3309,2003,1,23,4,12185
3310,2003,1,24,5,12107
3311,2003,1,25,6,8379
3312,2003,1,26,7,7389
3313,2003,1,27,1,11418
3314,2003,1,28,2,12595
3315,2003,1,29,3,12100
3316,2003,1,30,4,12289
3317,2003,1,31,5,11989
3318,2003,2,1,6,8667
3319,2003,2,2,7,7685
3320,2003,2,3,1,11498
3321,2003,2,4,2,12566
3322,2003,2,5,3,12011
3323,2003,2,6,4,12352
3324,2003,2,7,5,12381
3325,2003,2,8,6,8573
3326,2003,2,9,7,7482
3327,2003,2,10,1,11996
3328,2003,2,11,2,12961
3329,2003,2,12,3,12595
3330,2003,2,13,4,12340
3331,2003,2,14,5,13051
3332,2003,2,15,6,8850
3333,2003,2,16,7,7669
3334,2003,2,17,1,10707
3335,2003,2,18,2,12637
3336,2003,2,19,3,12626
3337,2003,2,20,4,12545
3338,2003,2,21,5,12689
3339,2003,2,22,6,8883
3340,2003,2,23,7,7723
3341,2003,2,24,1,11874
3342,2003,2,25,2,12882
3343,2003,2,26,3,12356
3344,2003,2,27,4,12657
3345,2003,2,28,5,12533
3346,2003,3,1,6,8587
3347,2003,3,2,7,7545
3348,2003,3,3,1,12774
3349,2003,3,4,2,12871
3350,2003,3,5,3,12483
3351,2003,3,6,4,12604
3352,2003,3,7,5,12503
3353,2003,3,8,6,8649
3354,2003,3,9,7,7387
3355,2003,3,10,1,11671
3356,2003,3,11,2,12935
3357,2003,3,12,3,12520
3358,2003,3,13,4,12333
3359,2003,3,14,5,12770
3360,2003,3,15,6,8601
3361,2003,3,16,7,7472
3362,2003,3,17,1,11990
3363,2003,3,18,2,12960
3364,2003,3,19,3,12587
3365,2003,3,20,4,12755
3366,2003,3,21,5,12653
3367,2003,3,22,6,8488
3368,2003,3,23,7,7420
3369,2003,3,24,1,11654
3370,2003,3,25,2,13054
3371,2003,3,26,3,12549
3372,2003,3,27,4,12601
3373,2003,3,28,5,12493
3374,2003,3,29,6,8691
3375,2003,3,30,7,7493
3376,2003,3,31,1,11481
3377,2003,4,1,2,12000
3378,2003,4,2,3,12994
3379,2003,4,3,4,12599
3380,2003,4,4,5,12669
3381,2003,4,5,6,8440
3382,2003,4,6,7,7265
3383,2003,4,7,1,11750
3384,2003,4,8,2,13020
3385,2003,4,9,3,12397
3386,2003,4,10,4,12689
3387,2003,4,11,5,12397
3388,2003,4,12,6,8517
3389,2003,4,13,7,7234
3390,2003,4,14,1,11800
3391,2003,4,15,2,13055
3392,2003,4,16,3,12947
3393,2003,4,17,4,12926
3394,2003,4,18,5,11680
3395,2003,4,19,6,8155
3396,2003,4,20,7,7155
3397,2003,4,21,1,11465
3398,2003,4,22,2,12696
3399,2003,4,23,3,12616
3400,2003,4,24,4,12530
3401,2003,4,25,5,12255
3402,2003,4,26,6,8343
3403,2003,4,27,7,7453
3404,2003,4,28,1,11666
3405,2003,4,29,2,12672
3406,2003,4,30,3,12306
3407,2003,5,1,4,12727
3408,2003,5,2,5,12549
3409,2003,5,3,6,8488
3410,2003,5,4,7,7551
3411,2003,5,5,1,12001
3412,2003,5,6,2,13165
3413,2003,5,7,3,12667
3414,2003,5,8,4,12902
3415,2003,5,9,5,12710
3416,2003,5,10,6,8706
3417,2003,5,11,7,7576
3418,2003,5,12,1,12118
3419,2003,5,13,2,12685
3420,2003,5,14,3,12833
3421,2003,5,15,4,13074
3422,2003,5,16,5,12840
3423,2003,5,17,6,8687
3424,2003,5,18,7,7606
3425,2003,5,19,1,12035
3426,2003,5,20,2,13239
3427,2003,5,21,3,13380
3428,2003,5,22,4,13393
3429,2003,5,23,5,13176
3430,2003,5,24,6,8769
3431,2003,5,25,7,7690
3432,2003,5,26,1,7933
3433,2003,5,27,2,12390
3434,2003,5,28,3,13854
3435,2003,5,29,4,13497
3436,2003,5,30,5,13224
3437,2003,5,31,6,8850
3438,2003,6,1,7,7650
3439,2003,6,2,1,12041
3440,2003,6,3,2,13090
3441,2003,6,4,3,12853
3442,2003,6,5,4,12850
3443,2003,6,6,5,12869
3444,2003,6,7,6,8670
3445,2003,6,8,7,7606
3446,2003,6,9,1,11917
3447,2003,6,10,2,13326
3448,2003,6,11,3,13154
3449,2003,6,12,4,13092
3450,2003,6,13,5,12013
3451,2003,6,14,6,8696
3452,2003,6,15,7,7680
3453,2003,6,16,1,12388
3454,2003,6,17,2,13443
3455,2003,6,18,3,13082
3456,2003,6,19,4,12975
3457,2003,6,20,5,12693
3458,2003,6,21,6,8734
3459,2003,6,22,7,7742
3460,2003,6,23,1,12236
3461,2003,6,24,2,13578
3462,2003,6,25,3,13468
3463,2003,6,26,4,13330
3464,2003,6,27,5,12862
3465,2003,6,28,6,8862
3466,2003,6,29,7,7723
3467,2003,6,30,1,12261
3468,2003,7,1,2,13930
3469,2003,7,2,3,13823
3470,2003,7,3,4,13487
3471,2003,7,4,5,9504
3472,2003,7,5,6,8269
3473,2003,7,6,7,7871
3474,2003,7,7,1,12630
3475,2003,7,8,2,13906
3476,2003,7,9,3,13508
3477,2003,7,10,4,13600
3478,2003,7,11,5,13096
3479,2003,7,12,6,8908
3480,2003,7,13,7,7946
3481,2003,7,14,1,12281
3482,2003,7,15,2,13711
3483,2003,7,16,3,13480
3484,2003,7,17,4,13729
3485,2003,7,18,5,13225
3486,2003,7,19,6,8926
3487,2003,7,20,7,8058
3488,2003,7,21,1,12419
3489,2003,7,22,2,13775
3490,2003,7,23,3,13539
3491,2003,7,24,4,13569
3492,2003,7,25,5,12977
3493,2003,7,26,6,8978
3494,2003,7,27,7,7830
3495,2003,7,28,1,12434
3496,2003,7,29,2,13825
3497,2003,7,30,3,13557
3498,2003,7,31,4,13445
3499,2003,8,1,5,13242
3500,2003,8,2,6,8882
3501,2003,8,3,7,7838
3502,2003,8,4,1,12233
3503,2003,8,5,2,13735
3504,2003,8,6,3,13363
3505,2003,8,7,4,13539
3506,2003,8,8,5,13352
3507,2003,8,9,6,9226
3508,2003,8,10,7,7954
3509,2003,8,11,1,12282
3510,2003,8,12,2,13995
3511,2003,8,13,3,13202
3512,2003,8,14,4,13391
3513,2003,8,15,5,13206
3514,2003,8,16,6,9316
3515,2003,8,17,7,8181
3516,2003,8,18,1,12437
3517,2003,8,19,2,13831
3518,2003,8,20,3,13464
3519,2003,8,21,4,13528
3520,2003,8,22,5,13478
3521,2003,8,23,6,9240
3522,2003,8,24,7,7936
3523,2003,8,25,1,12631
3524,2003,8,26,2,14008
3525,2003,8,27,3,13854
3526,2003,8,28,4,14099
3527,2003,8,29,5,13769
3528,2003,8,30,6,9344
3529,2003,8,31,7,7865
3530,2003,9,1,1,8164
3531,2003,9,2,2,12684
3532,2003,9,3,3,14427
3533,2003,9,4,4,14161
3534,2003,9,5,5,13897
3535,2003,9,6,6,9400
3536,2003,9,7,7,8188
3537,2003,9,8,1,12701
3538,2003,9,9,2,13869
3539,2003,9,10,3,14180
3540,2003,9,11,4,13196
3541,2003,9,12,5,13848
3542,2003,9,13,6,9574
3543,2003,9,14,7,8500
3544,2003,9,15,1,13068
3545,2003,9,16,2,14399
3546,2003,9,17,3,14018
3547,2003,9,18,4,14066
3548,2003,9,19,5,13560
3549,2003,9,20,6,9688
3550,2003,9,21,7,8500
3551,2003,9,22,1,12987
3552,2003,9,23,2,14376
3553,2003,9,24,3,13841
3554,2003,9,25,4,13865
3555,2003,9,26,5,13846
3556,2003,9,27,6,9177
3557,2003,9,28,7,8206
3558,2003,9,29,1,12522
3559,2003,9,30,2,13413
3560,2003,10,1,3,13398
3561,2003,10,2,4,13638
3562,2003,10,3,5,13284
3563,2003,10,4,6,8983
3564,2003,10,5,7,7744
3565,2003,10,6,1,12104
3566,2003,10,7,2,13523
3567,2003,10,8,3,13509
3568,2003,10,9,4,13285
3569,2003,10,10,5,13306
3570,2003,10,11,6,8721
3571,2003,10,12,7,7816
3572,2003,10,13,1,11455
3573,2003,10,14,2,13274
3574,2003,10,15,3,12949
3575,2003,10,16,4,12711
3576,2003,10,17,5,12676
3577,2003,10,18,6,8564
3578,2003,10,19,7,7561
3579,2003,10,20,1,12073
3580,2003,10,21,2,13300
3581,2003,10,22,3,13054
3582,2003,10,23,4,12817
3583,2003,10,24,5,12566
3584,2003,10,25,6,8568
3585,2003,10,26,7,7818
3586,2003,10,27,1,11956
3587,2003,10,28,2,13426
3588,2003,10,29,3,12950
3589,2003,10,30,4,12600
3590,2003,10,31,5,11005
3591,2003,11,1,6,8491
3592,2003,11,2,7,7716
3593,2003,11,3,1,12443
3594,2003,11,4,2,13374
3595,2003,11,5,3,12998
3596,2003,11,6,4,12801
3597,2003,11,7,5,12535
3598,2003,11,8,6,8719
3599,2003,11,9,7,7481
3600,2003,11,10,1,12117
3601,2003,11,11,2,13166
3602,2003,11,12,3,12680
3603,2003,11,13,4,12438
3604,2003,11,14,5,12433
3605,2003,11,15,6,8309
3606,2003,11,16,7,7486
3607,2003,11,17,1,12006
3608,2003,11,18,2,13330
3609,2003,11,19,3,12879
3610,2003,11,20,4,12988
3611,2003,11,21,5,13036
3612,2003,11,22,6,8623
3613,2003,11,23,7,7383
3614,2003,11,24,1,13035
3615,2003,11,25,2,13732
3616,2003,11,26,3,12069
3617,2003,11,27,4,7340
3618,2003,11,28,5,9407
3619,2003,11,29,6,8043
3620,2003,11,30,7,7330
3621,2003,12,1,1,12213
3622,2003,12,2,2,13454
3623,2003,12,3,3,13199
3624,2003,12,4,4,12631
3625,2003,12,5,5,12180
3626,2003,12,6,6,8247
3627,2003,12,7,7,7383
3628,2003,12,8,1,11708
3629,2003,12,9,2,13001
3630,2003,12,10,3,12739
3631,2003,12,11,4,12502
3632,2003,12,12,5,12484
3633,2003,12,13,6,8303
3634,2003,12,14,7,7462
3635,2003,12,15,1,12319
3636,2003,12,16,2,13649
3637,2003,12,17,3,13454
3638,2003,12,18,4,13865
3639,2003,12,19,5,13693
3640,2003,12,20,6,8953
3641,2003,12,21,7,7657
3642,2003,12,22,1,13249
3643,2003,12,23,2,12939
3644,2003,12,24,3,9272
3645,2003,12,25,4,6744
3646,2003,12,26,5,10431
3647,2003,12,27,6,8785
3648,2003,12,28,7,7763
3649,2003,12,29,1,13125
3650,2003,12,30,2,14700
3651,2003,12,31,3,12540
3652,2004,1,1,4,8205
3653,2004,1,2,5,10586
3654,2004,1,3,6,8337
3655,2004,1,4,7,7359
3656,2004,1,5,1,11489
3657,2004,1,6,2,12755
3658,2004,1,7,3,12716
3659,2004,1,8,4,12781
3660,2004,1,9,5,12469
3661,2004,1,10,6,8337
3662,2004,1,11,7,7316
3663,2004,1,12,1,11813
3664,2004,1,13,2,12639
3665,2004,1,14,3,12965
3666,2004,1,15,4,12837
3667,2004,1,16,5,12424
3668,2004,1,17,6,8442
3669,2004,1,18,7,7512
3670,2004,1,19,1,11152
3671,2004,1,20,2,12810
3672,2004,1,21,3,12753
3673,2004,1,22,4,12675
3674,2004,1,23,5,12643
3675,2004,1,24,6,8632
3676,2004,1,25,7,7556
3677,2004,1,26,1,11611
3678,2004,1,27,2,12892
3679,2004,1,28,3,12373
3680,2004,1,29,4,12313
3681,2004,1,30,5,12375
3682,2004,1,31,6,8310
3683,2004,2,1,7,7270
3684,2004,2,2,1,11686
3685,2004,2,3,2,13211
3686,2004,2,4,3,12580
3687,2004,2,5,4,12572
3688,2004,2,6,5,12371
3689,2004,2,7,6,8533
3690,2004,2,8,7,7440
3691,2004,2,9,1,11654
3692,2004,2,10,2,13139
3693,2004,2,11,3,12966
3694,2004,2,12,4,12957
3695,2004,2,13,5,11749
3696,2004,2,14,6,8944
3697,2004,2,15,7,7603
3698,2004,2,16,1,11280
3699,2004,2,17,2,12790
3700,2004,2,18,3,12954
3701,2004,2,19,4,12709
3702,2004,2,20,5,12720
3703,2004,2,21,6,8481
3704,2004,2,22,7,7552
3705,2004,2,23,1,11565
3706,2004,2,24,2,13009
3707,2004,2,25,3,12800
3708,2004,2,26,4,12621
3709,2004,2,27,5,12403
3710,2004,2,28,6,8488
3711,2004,2,29,7,7301
3712,2004,3,1,1,12017
3713,2004,3,2,2,12943
3714,2004,3,3,3,12696
3715,2004,3,4,4,12611
3716,2004,3,5,5,12407
3717,2004,3,6,6,8532
3718,2004,3,7,7,7304
3719,2004,3,8,1,11816
3720,2004,3,9,2,12988
3721,2004,3,10,3,12777
3722,2004,3,11,4,12797
3723,2004,3,12,5,12519
3724,2004,3,13,6,8398
3725,2004,3,14,7,7401
3726,2004,3,15,1,11903
3727,2004,3,16,2,12873
3728,2004,3,17,3,12979
3729,2004,3,18,4,12710
3730,2004,3,19,5,12480
3731,2004,3,20,6,8329
3732,2004,3,21,7,7548
3733,2004,3,22,1,11842
3734,2004,3,23,2,12978
3735,2004,3,24,3,12765
3736,2004,3,25,4,12835
3737,2004,3,26,5,12372
3738,2004,3,27,6,8602
3739,2004,3,28,7,7549
3740,2004,3,29,1,11788
3741,2004,3,30,2,13078
3742,2004,3,31,3,12542
3743,2004,4,1,4,12138
3744,2004,4,2,5,12776
3745,2004,4,3,6,8479
3746,2004,4,4,7,7559
3747,2004,4,5,1,12013
3748,2004,4,6,2,13122
3749,2004,4,7,3,12929
3750,2004,4,8,4,12836
3751,2004,4,9,5,11695
3752,2004,4,10,6,8148
3753,2004,4,11,7,6969
3754,2004,4,12,1,11751
3755,2004,4,13,2,12613
3756,2004,4,14,3,12732
3757,2004,4,15,4,12785
3758,2004,4,16,5,12482
3759,2004,4,17,6,8584
3760,2004,4,18,7,7447
3761,2004,4,19,1,11792
3762,2004,4,20,2,13128
3763,2004,4,21,3,12787
3764,2004,4,22,4,12866
3765,2004,4,23,5,12442
3766,2004,4,24,6,8595
3767,2004,4,25,7,7507
3768,2004,4,26,1,12020
3769,2004,4,27,2,13147
3770,2004,4,28,3,12756
3771,2004,4,29,4,12617
3772,2004,4,30,5,12364
3773,2004,5,1,6,8259
3774,2004,5,2,7,7433
3775,2004,5,3,1,11839
3776,2004,5,4,2,12824
3777,2004,5,5,3,12852
3778,2004,5,6,4,12707
3779,2004,5,7,5,12582
3780,2004,5,8,6,8599
3781,2004,5,9,7,7380
3782,2004,5,10,1,12243
3783,2004,5,11,2,13229
3784,2004,5,12,3,12989
3785,2004,5,13,4,12373
3786,2004,5,14,5,12688
3787,2004,5,15,6,8498
3788,2004,5,16,7,7614
3789,2004,5,17,1,12172
3790,2004,5,18,2,13294
3791,2004,5,19,3,12576
3792,2004,5,20,4,13036
